"study","condition.name","outcome.name","variant","variant_n_prompts","page_idx","page_text"
"HamiltonS31","FIRST ALLEGATION AGAINST MAN","belief_man_first",2,64,3,"> Would you be more inclined to believe the man or the woman?
> Please choose a number from 1 (Man) to 2 (Woman)

You choose: '"
"HamiltonS31","NOT THE FIRST ALLEGATION AGAINST MAN","belief_man_first",1,56,1,"> Please form an impression of the people described below. Then please answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible."
"HamiltonS31","NOT THE FIRST ALLEGATION AGAINST MAN","belief_man_first",1,56,2,"> A woman has accused a man of sexually assaulting her. The man denies the allegation. This is not the first time he has been accused of sexual assault."
"HamiltonS31","NOT THE FIRST ALLEGATION AGAINST MAN","belief_man_first",1,56,3,"> Would you be more inclined to believe the man or the woman?
> Please choose a number from 1 (Man) to 2 (Woman)

Participant X chooses: '"
"HamiltonS31","NOT THE FIRST ALLEGATION AGAINST MAN","belief_man_first",2,64,1,"> Please form an impression of the people described below. Then please answer the questions with your first uncensored impressions. The questions may feel vague, or you may feel like you do not have enough information to answer them, but please answer as truthfully and honestly as possible."
"HamiltonS31","NOT THE FIRST ALLEGATION AGAINST MAN","belief_man_first",2,64,2,"> A woman has accused a man of sexually assaulting her. The man denies the allegation. This is not the first time he has been accused of sexual assault."
"HamiltonS31","NOT THE FIRST ALLEGATION AGAINST MAN","belief_man_first",2,64,3,"> Would you be more inclined to believe the man or the woman?
> Please choose a number from 1 (Man) to 2 (Woman)

You choose: '"
"HankinsonS22","Near Treatment","Clinic_support",1,56,1,"> Medication-assisted treatment clinics provide help for people with substance abuse problems. They do this by providing needed medication (such as methadone) and follow-up that can keep them off dangerous opioids and prevent deadly overdoses.
> 
> Would you support the opening of a new medication-assisted treatment clinic for opioid addiction a ¼ mile (5 minute walk) from your home?"
"HankinsonS22","Near Treatment","Clinic_support",1,56,2,"> Please choose a number from 1 (Strongly oppose) to 5 (Strongly support)

Participant X chooses: '"
"HankinsonS22","Near Treatment","Clinic_support",2,64,1,"> Medication-assisted treatment clinics provide help for people with substance abuse problems. They do this by providing needed medication (such as methadone) and follow-up that can keep them off dangerous opioids and prevent deadly overdoses.
> 
> Would you support the opening of a new medication-assisted treatment clinic for opioid addiction a ¼ mile (5 minute walk) from your home?"
"HankinsonS22","Near Treatment","Clinic_support",2,64,2,"> Please choose a number from 1 (Strongly oppose) to 5 (Strongly support)

You choose: '"
"HankinsonS22","Far Treatment","Clinic_support",1,56,1,"> Medication-assisted treatment clinics provide help for people with substance abuse problems. They do this by providing needed medication (such as methadone) and follow-up that can keep them off dangerous opioids and prevent deadly overdoses
> 
> Would you support the opening of a new medication-assisted treatment clinic for opioid addiction 2 miles (40 minute walk) from your home?"
"HankinsonS22","Far Treatment","Clinic_support",1,56,2,"> Please choose a number from 1 (Strongly oppose) to 5 (Strongly support)

Participant X chooses: '"
"HankinsonS22","Far Treatment","Clinic_support",2,64,1,"> Medication-assisted treatment clinics provide help for people with substance abuse problems. They do this by providing needed medication (such as methadone) and follow-up that can keep them off dangerous opioids and prevent deadly overdoses
> 
> Would you support the opening of a new medication-assisted treatment clinic for opioid addiction 2 miles (40 minute walk) from your home?"
"HankinsonS22","Far Treatment","Clinic_support",2,64,2,"> Please choose a number from 1 (Strongly oppose) to 5 (Strongly support)

You choose: '"
"Harbridge-Yong1032","Dem Majority - Control","Confidence_congress",1,56,1,"> We would like you to read a brief news story from a few years ago about Congress. Please be sure to read the ENTIRE ARTICLE before continuing with the survey</u>. After you read the article, we will ask you several questions about what you read.
> 
> Please click the ‘Continue’ button below to read the story."
"Harbridge-Yong1032","Dem Majority - Control","Confidence_congress",1,56,2,"> After months of negotiation, Congress passed an energy bill. The bill passed through Congress on a mostly party-line vote, with support coming from Democrats and opposition from Republicans.
> 
> The bill would increase energy production through expansion of renewable energy sources like wind and solar “farms,” as well as modernize our energy infrastructure to better accommodate wind and solar power. 
> 
> When bringing this bill up for a vote, congressional leaders from the Democratic majority knew that they were unlikely to attract much Republican support."
"Harbridge-Yong1032","Dem Majority - Control","Confidence_congress",1,56,3,"> How much confidence do you have in the U.S. Congress?
> Please choose a number from 1 (None) to 5 (A great deal)

Participant X chooses: '"
"Harbridge-Yong1032","Dem Majority - Control","Confidence_congress",2,64,1,"> We would like you to read a brief news story from a few years ago about Congress. Please be sure to read the ENTIRE ARTICLE before continuing with the survey</u>. After you read the article, we will ask you several questions about what you read.
> 
> Please click the ‘Continue’ button below to read the story."
